Day,Market Participant,Tape A Shares,Tape B Shares,Tape C Shares,Total Shares,Tape A Notional,Tape B Notional,Tape C Notional,Total Notional,Tape A Trade Count,Tape B Trade Count,Tape C Trade Count,Total Trade Count
2026-09-11,FINRA / Nasdaq TRF Carteret (DQ),2169981807.304154,1431320503.223492,3278236811.725361,6879539122.253007,117687214035.842524,82733869335.454849,178208714408.688635,378629797779.986008,20922957,5426230,25383555,51732742
2026-09-11,Texas Stock Exchange (F),5492452.000000,4716432.000000,10848781.000000,21057665.000000,177599438.561800,132233249.509900,270443504.913800,580276192.985500,50322,21041,82760,154123
2026-09-11,24X National Exchange (G),1086487.000000,2179449.000000,2669300.000000,5935236.000000,63236200.879700,78650775.971200,165243407.894400,307130384.745300,10675,11646,24545,46866
2026-09-11,MIAX Pearl (H),17552417.000000,28187477.000000,45687061.000000,91426955.000000,744893813.454700,1232909696.072500,1556259689.779000,3534063199.306200,181643,140460,298893,620996
2026-09-11,EDGA Equities (J),28290233.000000,20769623.000000,59687145.000000,108747001.000000,1219697556.313200,1049866124.207000,1626740678.372900,3896304358.893100,336666,124045,434965,895676
2026-09-11,EDGX Equities (K),128617189.000000,134189624.000000,270161831.000000,532968644.000000,6853423326.946404,7048731626.929304,15386226632.854295,29288381586.730003,1383787,873402,2282041,4539230
2026-09-11,LTSE (L),502401.000000,475541.000000,704705.000000,1682647.000000,26934420.260000,19340916.279100,27608046.251000,73883382.790100,7156,2432,22728,32316
2026-09-11,NYSE Texas (M),14246507.000000,15766071.000000,20258999.000000,50271577.000000,1935226085.781000,4193209168.156600,4087628310.696900,10216063564.634500,57176,15547,61393,134116
2026-09-11,NYSE (N),1123051941.000000,56697023.000000,119560417.000000,1299309381.000000,70332029044.392487,3409776679.459201,5406774791.892901,79148580515.744589,5449935,342402,973805,6766142
2026-09-11,NYSE Arca (P),260894432.000000,435450950.000000,677293439.000000,1373638821.000000,13529781107.853695,29703318518.200808,30664969132.007999,73898068758.062502,3050122,2254804,5947598,11252524
2026-09-11,NASDAQ (Q),399820125.000000,224881988.000000,1399661215.000000,2024363328.000000,21752149184.936292,17426474777.572203,107452125617.115216,146630749579.623711,5306077,1579812,9686607,16572496
2026-09-11,Members Exchange (U),44634337.000000,54480420.000000,117246983.000000,216361740.000000,2630296933.900600,2820525246.777700,5496082022.909999,10946904203.588299,550439,330069,848688,1729196
2026-09-11,Investors Exchange (V),259284398.000000,120685552.000000,249713377.000000,629683327.000000,12893150994.977295,6552590078.917499,13526769577.913703,32972510651.808497,2884229,530615,2632787,6047631
2026-09-11,NASDAQ PSX (X),8191157.000000,3749732.000000,6934236.000000,18875125.000000,386363886.651600,381316511.002300,536712684.245200,1304393081.899100,74939,24684,89904,189527
2026-09-11,BYX Equities (Y),35671154.000000,25444467.000000,44377938.000000,105493559.000000,1489652616.947000,1296102145.022800,1984328518.975298,4770083280.945098,469090,172219,540494,1181803
2026-09-11,BZX Equities (Z),184109583.000000,136476156.000000,204158442.000000,524744181.000000,10661706261.363104,8897414761.602699,16225891176.924115,35785012199.889918,2523054,899183,2459249,5881486
2026-09-10,NYSE American (A),6023234.000000,23628912.000000,7308749.000000,36960895.000000,352618354.354900,451007112.694200,469692666.785000,1273318133.834100,72055,95715,80683,248453
2026-09-10,NASDAQ Texas (B),11132391.000000,12251478.000000,21114206.000000,44498075.000000,767051809.783700,601892254.500000,1049271235.855500,2418215300.139200,150203,75048,187433,412684
2026-09-10,NYSE National (C),19651506.000000,10016740.000000,18287230.000000,47955476.000000,802086619.799600,512403620.664800,745115925.620000,2059606166.084400,250931,73617,212598,537146
2026-09-10,FINRA / Nasdaq TRF Chicago (DB),13311897.534892,9273070.335216,30201842.371284,52786810.241392,790346310.285010,546993924.054277,3098911367.141797,4436251601.481084,124373,55535,264086,443994
2026-09-10,FINRA / NYSE TRF (DN),114120677.345639,66246553.107758,244656291.810410,425023522.263807,6017259426.357552,2928755294.540729,9263541147.348540,18209555868.246821,791732,246901,1161441,2200074
2026-09-10,FINRA / Nasdaq TRF Carteret (DQ),2279020666.532754,1677077055.658018,3666192971.487886,7622290693.678658,118334671400.452356,104185083803.278115,198784106923.469291,421303862127.199762,21935842,6258756,26725833,54920431
2026-09-10,Texas Stock Exchange (F),6126272.000000,3553990.000000,11449036.000000,21129298.000000,181648996.531800,153233483.250600,318257939.058900,653140418.841300,54365,22145,87937,164447
2026-09-10,24X National Exchange (G),1121786.000000,2810435.000000,2546555.000000,6478776.000000,57158745.648800,107045310.427500,182144329.060300,346348385.136600,10778,13743,26724,51245
2026-09-10,MIAX Pearl (H),17075200.000000,32634666.000000,47474861.000000,97184727.000000,771994151.669500,1469935185.128700,1640741722.059500,3882671058.857700,183109,177551,308125,668785
2026-09-10,EDGA Equities (J),26961881.000000,26711367.000000,58791544.000000,112464792.000000,1178408265.253000,1304280438.849100,1633016747.594400,4115705451.696500,337902,147812,438086,923800
2026-09-10,EDGX Equities (K),134629151.000000,152528307.000000,286182679.000000,573340137.000000,6499337409.536802,7449437068.973096,16246899468.296897,30195673946.806795,1471072,1024982,2449880,4945934
2026-09-10,LTSE (L),527937.000000,296129.000000,673487.000000,1497553.000000,29123101.675000,18342153.492200,31963539.104900,79428794.272100,7287,3660,15938,26885
2026-09-10,NYSE Texas (M),18272832.000000,19919111.000000,29855784.000000,68047727.000000,1161838332.720000,3460907859.871997,4609278477.940200,9232024670.532197,70315,14745,70432,155492
2026-09-10,NYSE (N),1168574148.000000,65113111.000000,116463867.000000,1350151126.000000,73481091334.302189,3956810257.624400,5412340020.985398,82850241612.911987,5758895,388408,1002509,7149812
2026-09-10,NYSE Arca (P),264087047.000000,527187741.000000,801466038.000000,1592740826.000000,13693884359.065703,34423424247.012901,33601862811.473394,81719171417.551998,3282019,2789521,6437684,12509224
2026-09-10,NASDAQ (Q),416905614.000000,257987774.000000,1462354186.000000,2137247574.000000,22939796651.581301,19073431145.808608,119908941223.807328,161922169021.197237,5744004,1868879,10580231,18193114
2026-09-10,Members Exchange (U),45340693.000000,64847805.000000,156587104.000000,266775602.000000,2451025057.926399,3060655283.562500,5428705837.328198,10940386178.817097,569439,386833,923007,1879279
2026-09-10,Investors Exchange (V),275768561.000000,132574613.000000,270618190.000000,678961364.000000,13346957025.406994,7578224946.899802,15016826777.557597,35942008749.864393,3056052,582288,2843482,6481822
2026-09-10,NASDAQ PSX (X),5912578.000000,3843688.000000,7075544.000000,16831810.000000,337888059.763400,401495978.216900,538524345.070700,1277908383.051000,69499,28846,90289,188634
2026-09-10,BYX Equities (Y),36544150.000000,27438935.000000,45670710.000000,109653795.000000,1574115325.431200,1404594550.618700,2072402026.270201,5051111902.320101,474648,187113,545425,1207186
2026-09-10,BZX Equities (Z),198076171.000000,157611876.000000,214969074.000000,570657121.000000,11313877148.725896,10179656858.812599,16567329793.450498,38060863800.988993,2756784,1069536,2707440,6533760
2026-09-09,NYSE American (A),7869661.000000,20042108.000000,8599693.000000,36511462.000000,498650549.446900,352902228.643200,620707466.973900,1472260245.064000,90469,82336,95483,268288
2026-09-09,NASDAQ Texas (B),10117034.000000,10847334.000000,23563914.000000,44528282.000000,748102665.076800,513748317.565700,1174230826.928700,2436081809.571200,143284,64043,201778,409105
2026-09-09,NYSE National (C),18136421.000000,9540706.000000,20911202.000000,48588329.000000,725268652.285800,465616491.777400,792334479.286300,1983219623.349500,238196,70355,226839,535390
2026-09-09,FINRA / Nasdaq TRF Chicago (DB),13683729.413900,8466232.906105,31731428.746681,53881391.066686,780531307.149819,495506557.249697,3310525748.712997,4586563613.112513,124382,49355,293213,466950
2026-09-09,FINRA / NYSE TRF (DN),109562135.466812,64136540.757205,232765598.480199,406464274.704216,5510859414.704362,3069182161.726865,10137315290.640904,18717356867.072131,790169,228438,1185319,2203926
2026-09-09,FINRA / Nasdaq TRF Carteret (DQ),2261421095.081687,1347127650.013457,3792516064.871471,7401064809.966615,123452213239.984939,78403621785.419594,205916455718.628653,407772290744.033186,22593629,5746456,28348925,56689010
2026-09-09,Texas Stock Exchange (F),5071727.000000,2631216.000000,14321206.000000,22024149.000000,152850703.906800,105609942.653600,298592950.775300,557053597.335700,43421,14724,80468,138613
2026-09-09,24X National Exchange (G),1060324.000000,2074804.000000,3103725.000000,6238853.000000,51571487.526300,86985086.997400,203855239.244500,342411813.768200,11253,10528,30584,52365
2026-09-09,MIAX Pearl (H),16997375.000000,24904598.000000,54772964.000000,96674937.000000,678455569.026300,1101539593.802300,1654332992.277701,3434328155.106301,170514,135694,323156,629364
2026-09-09,EDGA Equities (J),26377389.000000,20000488.000000,76935295.000000,123313172.000000,1307038018.794300,1008567828.840000,1965107189.265901,4280713036.900201,363632,121476,530058,1015166
2026-09-09,EDGX Equities (K),135206657.000000,126383627.000000,302559043.000000,564149327.000000,6630120283.973102,6310888580.760994,17669037146.793888,30610046011.527984,1475480,818715,2604908,4899103
2026-09-09,LTSE (L),457165.000000,422776.000000,587202.000000,1467143.000000,23445659.410000,25467539.130000,26504529.349900,75417727.889900,5951,2996,14996,23943
2026-09-09,NYSE Texas (M),15032509.000000,7461139.000000,24094332.000000,46587980.000000,1372650335.735200,1060283024.805200,4959879741.756297,7392813102.296697,58623,18643,69051,146317
2026-09-09,NYSE (N),1167900280.000000,54534688.000000,121805581.000000,1344240549.000000,73258545471.121785,3093176703.411100,5889786123.351298,82241508297.884183,6001778,325487,1062316,7389581
2026-09-09,NYSE Arca (P),250715164.000000,402455060.000000,778545318.000000,1431715542.000000,12807061386.389202,27919735998.575797,34891933924.417994,75618731309.382993,3169331,2207459,6795827,12172617
2026-09-09,NASDAQ (Q),415556101.000000,211726361.000000,1465878628.000000,2093161090.000000,23237971716.382081,15684464298.065697,113684524115.452545,152606960129.900323,5721292,1538097,11157960,18417349
2026-09-09,Members Exchange (U),46501612.000000,47383988.000000,173638577.000000,267524177.000000,2533836745.073699,2374324456.619701,6255227082.004000,11163388283.697400,574655,289510,1041648,1905813
2026-09-09,Investors Exchange (V),279453322.000000,110904791.000000,287922030.000000,678280143.000000,14178675570.863000,6158647242.565898,16746170881.632303,37083493695.061201,3172567,515739,3050248,6738554
2026-09-09,NASDAQ PSX (X),5374762.000000,3276923.000000,7600899.000000,16252584.000000,332910998.025600,302166136.115600,577121215.375500,1212198349.516700,66117,21842,90983,178942
2026-09-09,BYX Equities (Y),34307492.000000,25385307.000000,50139029.000000,109831828.000000,1528757356.397200,1282430030.619200,2289941940.907199,5101129327.923599,454815,168529,567577,1190921
2026-09-09,BZX Equities (Z),191587124.000000,130883141.000000,218127809.000000,540598074.000000,11363741848.944900,8215987559.883896,17764210976.115998,37343940384.944794,2709520,863987,2809561,6383068
2026-09-08,NYSE American (A),7224612.000000,23160090.000000,8089643.000000,38474345.000000,409500307.165500,380530782.984600,583960704.139500,1373991794.289600,86747,101504,96561,284812
2026-09-08,NASDAQ Texas (B),11179107.000000,10900889.000000,21440551.000000,43520547.000000,830600946.883600,512387580.017800,1348037183.653501,2691025710.554901,154548,70806,213004,438358
2026-09-08,NYSE National (C),21437394.000000,8483883.000000,22284074.000000,52205351.000000,831010241.161100,415541036.231400,844486935.685200,2091038213.077700,267866,68722,245494,582082
2026-09-08,FINRA / Nasdaq TRF Chicago (DB),15421892.407419,14344108.906621,36786258.737028,66552260.051068,962495221.232416,573912820.108895,3516476354.212741,5052884395.554052,154918,68971,339473,563362
2026-09-08,FINRA / NYSE TRF (DN),117503251.971383,77727952.239612,273665054.280327,468896258.491322,6234850937.525356,3131534302.136986,12182568700.133036,21548953939.795378,883719,302236,1501926,2687881
2026-09-08,FINRA / Nasdaq TRF Carteret (DQ),2300310549.760326,1621854642.294564,3808945539.113414,7731110731.168304,136517880796.453445,87088360092.889391,226433960494.020827,450040201383.363663,23899388,6929552,31145190,61974130
2026-09-08,Texas Stock Exchange (F),4669498.000000,2999780.000000,9692832.000000,17362110.000000,161829063.764700,119585556.478900,327966522.144500,609381142.388100,42703,16722,74642,134067
2026-09-08,24X National Exchange (G),1070205.000000,2649540.000000,3907474.000000,7627219.000000,70230356.293100,94956105.334600,231981142.490800,397167604.118500,13969,12945,38262,65176
2026-09-08,MIAX Pearl (H),17915737.000000,32350147.000000,47112910.000000,97378794.000000,785187876.472100,1236160270.626000,1802840656.601600,3824188803.699700,189049,166840,319487,675376
2026-09-08,EDGA Equities (J),27989741.000000,30961487.000000,62077445.000000,121028673.000000,1268427411.436500,1057859301.465700,1825931672.995700,4152218385.897900,344859,165754,479288,989901
2026-09-08,EDGX Equities (K),141281311.000000,152549417.000000,342706410.000000,636537138.000000,7388832476.125697,7140105419.166798,19346715164.688487,33875653059.980982,1543027,956981,2823365,5323373
2026-09-08,LTSE (L),505739.000000,223996.000000,834678.000000,1564413.000000,27559164.173000,14447054.058900,30677874.735400,72684092.967300,6971,3868,21331,32170
2026-09-08,NYSE Texas (M),16558539.000000,18062120.000000,26674170.000000,61294829.000000,1782827959.364500,1717669923.294500,3272751474.004900,6773249356.663900,66887,17464,77283,161634
2026-09-08,NYSE (N),1221974432.000000,57653775.000000,130745397.000000,1410373604.000000,80158192081.141285,3389946504.736800,6440311461.504803,89988450047.382888,6263383,370665,1154761,7788809
2026-09-08,NYSE Arca (P),257834995.000000,510718611.000000,758825100.000000,1527378706.000000,14340066013.419106,31563313341.414687,38365241440.728083,84268620795.561876,3252161,2646557,7093237,12991955
2026-09-08,NASDAQ (Q),403609232.000000,238843538.000000,1654085898.000000,2296538668.000000,23837160164.929909,17849756139.654710,132429811221.760425,174116727526.345044,5676049,1720420,11973107,19369576
2026-09-08,Members Exchange (U),49846939.000000,76644832.000000,148563906.000000,275055677.000000,2787359039.326900,2813087464.443800,6493743423.510098,12094189927.280798,605048,379028,1059389,2043465
2026-09-08,Investors Exchange (V),277814134.000000,118319133.000000,293980753.000000,690114020.000000,14750042542.629700,6667190206.805100,17629980708.634198,39047213458.068998,3198572,548309,3125993,6872874
2026-09-08,NASDAQ PSX (X),5170461.000000,4250122.000000,8078205.000000,17498788.000000,346712077.916600,364310109.101200,556114975.141700,1267137162.159500,70806,27155,93734,191695
2026-09-08,BYX Equities (Y),38535978.000000,27412458.000000,51242606.000000,117191042.000000,1829405040.855200,1308233301.749800,2519873275.254899,5657511617.859899,509330,199125,615605,1324060
