Day,Market Participant,Tape A Shares,Tape B Shares,Tape C Shares,Total Shares,Tape A Notional,Tape B Notional,Tape C Notional,Total Notional,Tape A Trade Count,Tape B Trade Count,Tape C Trade Count,Total Trade Count
2026-07-31,24X National Exchange (G),847691.000000,2811882.000000,5283459.000000,8943032.000000,34558746.221100,88703199.807300,211833155.179400,335095101.207800,5261,12517,29588,47366
2026-07-31,MIAX Pearl (H),18984729.000000,33890434.000000,83774847.000000,136650010.000000,789502731.047700,1623275685.742600,2174557527.903099,4587335944.693399,216121,180536,438234,834891
2026-07-31,EDGA Equities (J),28022014.000000,26103577.000000,155053703.000000,209179294.000000,1380287194.444300,1464648401.454500,2688690309.111400,5533625905.010200,368446,175895,710275,1254616
2026-07-31,EDGX Equities (K),137083034.000000,193845688.000000,599862627.000000,930791349.000000,6992520833.155700,9678592836.795902,22913126901.020798,39584240570.972400,1552303,1388536,3570615,6511454
2026-07-31,LTSE (L),585362.000000,569355.000000,1719479.000000,2874196.000000,31019116.235000,31853827.593500,37153905.229400,100026849.057900,7808,6429,21196,35433
2026-07-31,NYSE Texas (M),17187513.000000,19116772.000000,25549277.000000,61853562.000000,1554742223.040400,1948058671.318700,5483450348.400601,8986251242.759701,48073,14888,59001,121962
2026-07-31,NYSE (N),1453236627.000000,72610379.000000,160940633.000000,1686787639.000000,92401354117.349308,4615179699.158901,9209428114.450701,106225961930.958910,6352422,489503,1395450,8237375
2026-07-31,NYSE Arca (P),271919557.000000,612698340.000000,1799408052.000000,2684025949.000000,14194836565.459600,42695434126.866211,52733217056.306516,109623487748.632327,3413654,3652376,9413590,16479620
2026-07-31,NASDAQ (Q),496768932.000000,338302514.000000,2074193629.000000,2909265075.000000,29391641894.486988,24649429693.701691,179254315498.016279,233295387086.204958,7947309,3438706,16487734,27873749
2026-07-31,Members Exchange (U),56685718.000000,85399558.000000,393625891.000000,535711167.000000,3193291392.488800,4535897468.605800,11026943747.249602,18756132608.344202,721698,625650,1830408,3177756
2026-07-31,Investors Exchange (V),296716309.000000,140853025.000000,330634500.000000,768203834.000000,16882228295.960702,8304514928.180301,24857766799.986204,50044510024.127207,3521454,716378,3605330,7843162
2026-07-31,NASDAQ PSX (X),5568478.000000,4378657.000000,8280995.000000,18228130.000000,397818675.398900,488294929.468500,959396395.876200,1845510000.743600,75918,38861,132103,246882
2026-07-31,BYX Equities (Y),45021001.000000,36222134.000000,75383901.000000,156627036.000000,1885479876.994100,1704708731.364500,3292046084.067898,6882234692.426498,592527,455279,897571,1945377
2026-07-31,BZX Equities (Z),227277154.000000,192126486.000000,332939460.000000,752343100.000000,13108076073.106902,11325781580.274792,25688688148.223008,50122545801.604702,3018094,1347076,3561782,7926952
2026-07-30,NYSE American (A),5995139.000000,24183084.000000,6477829.000000,36656052.000000,309162364.317900,445972293.440700,484162298.634600,1239296956.393200,61248,82843,73587,217678
2026-07-30,NASDAQ Texas (B),15687490.000000,14866884.000000,24907793.000000,55462167.000000,1182251955.601800,778590981.790400,2369759856.708500,4330602794.100700,223235,105072,321802,650109
2026-07-30,NYSE National (C),24444491.000000,12917114.000000,24729224.000000,62090829.000000,1210215815.777800,597055378.882300,1604309923.263700,3411581117.923800,292465,96453,299109,688027
2026-07-30,FINRA / Nasdaq TRF Chicago (DB),14075541.392162,9765656.483826,33726028.859711,57567226.735699,859535300.779619,559920531.351601,3598626151.602442,5018081983.733662,127265,60363,320253,507881
2026-07-30,FINRA / NYSE TRF (DN),129371216.354786,83800227.835962,343664809.885704,556836254.076452,7644504471.001003,4108831506.732327,19182597244.305847,30935933222.039177,928863,413541,1699309,3041713
2026-07-30,FINRA / Nasdaq TRF Carteret (DQ),2497023020.787546,1541936716.733198,4439033836.788195,8477993574.308939,150171174509.650253,91057769005.013023,276518293531.361198,517747237046.024474,24372081,6918276,32299319,63589676
2026-07-30,Texas Stock Exchange (F),1808346.000000,1185525.000000,2465865.000000,5459736.000000,82067019.270000,44155133.830000,196684934.335000,322907087.435000,12028,9837,22235,44100
2026-07-30,24X National Exchange (G),911292.000000,3278965.000000,3549481.000000,7739738.000000,43245327.455000,102682562.515200,186508201.309200,332436091.279400,6321,15344,23564,45229
2026-07-30,MIAX Pearl (H),21037309.000000,35540168.000000,66415583.000000,122993060.000000,885106311.366700,1640940874.213900,2230259539.882499,4756306725.463099,244326,186489,431806,862621
2026-07-30,EDGA Equities (J),30601780.000000,27098829.000000,94334656.000000,152035265.000000,1556972550.198600,1425431936.354601,2561876817.843799,5544281304.397000,404964,171272,617398,1193634
2026-07-30,EDGX Equities (K),151159278.000000,192145431.000000,405102228.000000,748406937.000000,8126497151.275600,9818154508.321400,25454519995.292288,43399171654.889288,1705346,1441337,3634077,6780760
2026-07-30,LTSE (L),879455.000000,289372.000000,1427619.000000,2596446.000000,46850799.510000,20275975.665300,51245589.330700,118372364.506000,11106,3781,17686,32573
2026-07-30,NYSE Texas (M),19475685.000000,10609242.000000,26500864.000000,56585791.000000,1395821214.003900,1450793769.791500,5773280005.414300,8619894989.209700,37211,14676,48420,100307
2026-07-30,NYSE (N),1292264254.000000,75751545.000000,151513192.000000,1519528991.000000,82283614738.191982,5035083993.041802,9626906914.064297,96945605645.298081,6964006,478174,1465900,8908080
2026-07-30,NYSE Arca (P),296248326.000000,652472957.000000,1009804018.000000,1958525301.000000,16194310952.007306,41878011665.108017,60691201337.678964,118763523954.794287,3718927,3705291,9273391,16697609
2026-07-30,NASDAQ (Q),542325607.000000,330994247.000000,1935834618.000000,2809154472.000000,34230884903.580589,24977284204.681798,195381717320.634393,254589886428.896780,7805585,2601698,16156801,26564084
2026-07-30,Members Exchange (U),62148744.000000,97079870.000000,230337315.000000,389565929.000000,3859918797.389303,4702407924.912001,11230125793.934796,19792452516.236100,797708,666259,1692834,3156801
2026-07-30,Investors Exchange (V),332142977.000000,148035152.000000,336408726.000000,816586855.000000,19281543441.634203,8502209931.468802,26886097857.641286,54669851230.744291,3806415,729436,3774059,8309910
2026-07-30,NASDAQ PSX (X),5242493.000000,4504350.000000,8317896.000000,18064739.000000,359082942.657800,583175688.832500,867373406.635400,1809632038.125700,81345,39122,136338,256805
2026-07-30,BYX Equities (Y),44078201.000000,38770227.000000,60900052.000000,143748480.000000,2077992275.385200,1702070190.945200,3800221228.854499,7580283695.184899,528206,282392,763564,1574162
2026-07-30,BZX Equities (Z),248052998.000000,209779744.000000,307210900.000000,765043642.000000,14893176393.643002,12602720001.247903,27089935872.160989,54585832267.051894,3280029,1357848,3761325,8399202
2026-07-29,NYSE American (A),7096865.000000,26584945.000000,6979802.000000,40661612.000000,355015793.300500,482755480.735800,567094116.905200,1404865390.941500,69594,106194,78035,253823
2026-07-29,NASDAQ Texas (B),16615518.000000,18700902.000000,24293673.000000,59610093.000000,1322434206.830000,884195052.494600,1942084296.869400,4148713556.194000,246554,110503,325553,682610
2026-07-29,NYSE National (C),24995785.000000,16167368.000000,28086585.000000,69249738.000000,1382097047.048100,836067673.573300,1553179976.501500,3771344697.122900,327225,104506,320255,751986
2026-07-29,FINRA / Nasdaq TRF Chicago (DB),15368650.900782,11513075.107600,33324450.286158,60206176.294540,1021475585.096907,619715086.064357,3487938799.327092,5129129470.488356,140591,71254,316771,528616
2026-07-29,FINRA / NYSE TRF (DN),141395087.214383,114330824.332186,284626803.828601,540352715.375170,8667822958.124974,6595683624.732831,19410026550.264138,34673533133.121943,1003392,645743,1818619,3467754
2026-07-29,FINRA / Nasdaq TRF Carteret (DQ),2491893060.186216,1615037657.334395,3887162961.290882,7994093678.811493,153878063570.084610,90894328331.245811,247312570720.022293,492084962621.352714,25045949,7243234,31655556,63944739
2026-07-29,Texas Stock Exchange (F),2224996.000000,832410.000000,2644154.000000,5701560.000000,75883636.095000,51162722.135000,171201698.757600,298248056.987600,14182,8122,22833,45137
2026-07-29,24X National Exchange (G),820733.000000,3764121.000000,2875684.000000,7460538.000000,48394212.800100,119084076.172900,171018201.929700,338496490.902700,6453,17034,22101,45588
2026-07-29,MIAX Pearl (H),22785589.000000,39631259.000000,59495544.000000,121912392.000000,980049867.349700,1881390655.829200,2213252791.135101,5074693314.314001,257846,226257,438848,922951
2026-07-29,EDGA Equities (J),33208568.000000,26639135.000000,69697086.000000,129544789.000000,1832699055.455400,1520310408.899500,2522227039.961401,5875236504.316301,436339,196128,570778,1203245
2026-07-29,EDGX Equities (K),165746481.000000,217284015.000000,359146893.000000,742177389.000000,9096792479.420305,12695863510.808993,24022156750.635594,45814812740.864892,1882687,1720632,3777891,7381210
2026-07-29,LTSE (L),1133006.000000,427680.000000,1446958.000000,3007644.000000,63392045.090000,33030131.102900,60199562.522500,156621738.715400,14786,6175,24923,45884
2026-07-29,NYSE Texas (M),32853203.000000,20639681.000000,36122522.000000,89615406.000000,3167097865.122300,3615876597.192100,6573667139.989803,13356641602.304203,77387,22543,81660,181590
2026-07-29,NYSE (N),1318577600.000000,83635424.000000,158690777.000000,1560903801.000000,84396929127.039983,5539747937.622300,8886884346.878201,98823561411.540484,7413737,556641,1518419,9488797
2026-07-29,NYSE Arca (P),318790842.000000,691891654.000000,845748910.000000,1856431406.000000,17626725211.373393,46732200066.830699,53752023368.949791,118110948647.153883,4072288,4336541,9410655,17819484
2026-07-29,NASDAQ (Q),604293649.000000,385006602.000000,1894042760.000000,2883343011.000000,38251354950.881714,29493501364.587508,166839026388.885403,234583882704.354625,8654161,3103223,16821041,28578425
2026-07-29,Members Exchange (U),68070587.000000,95805429.000000,180692329.000000,344568345.000000,4116087839.379101,5260337595.347501,9948782916.203606,19325208350.930208,878137,736340,1693358,3307835
2026-07-29,Investors Exchange (V),364953139.000000,169947791.000000,370773405.000000,905674335.000000,21192306120.755998,9318593099.624803,24885489515.784095,55396388736.164896,4044565,752418,3898114,8695097
2026-07-29,NASDAQ PSX (X),7371523.000000,5225016.000000,9222418.000000,21818957.000000,512465141.348200,678940109.521100,945204461.467100,2136609712.336400,106908,50082,152883,309873
2026-07-29,BYX Equities (Y),44142260.000000,41561437.000000,58467871.000000,144171568.000000,2285421443.199600,2132672827.647800,3551833323.676800,7969927594.524200,555446,304140,749858,1609444
2026-07-29,BZX Equities (Z),266991410.000000,210914444.000000,308103359.000000,786009213.000000,16764683280.858605,13755480865.916507,25007241370.296908,55527405517.072020,3680080,1602975,3883568,9166623
2026-07-28,NYSE American (A),7962808.000000,22684334.000000,7881335.000000,38528477.000000,639609008.036500,387525424.598800,636139345.626000,1663273778.261300,95953,92876,96157,284986
2026-07-28,NASDAQ Texas (B),15329248.000000,14901423.000000,21602651.000000,51833322.000000,1264336363.383500,697979386.420200,1647277675.523400,3609593425.327100,228906,92268,288902,610076
2026-07-28,NYSE National (C),24213057.000000,11389419.000000,22821316.000000,58423792.000000,1123042454.328000,566109726.618500,1178008342.750000,2867160523.696500,288098,82454,288201,658753
2026-07-28,FINRA / Nasdaq TRF Chicago (DB),14001233.009569,10793727.206008,33347972.906079,58142933.121656,955653629.181541,607902808.101078,3325574933.765150,4889131371.047769,136679,60319,310033,507031
2026-07-28,FINRA / NYSE TRF (DN),132818189.704447,83670929.557716,295825767.582641,512314886.844804,8487420041.737952,4986488101.454571,15091432721.205321,28565340864.397844,940775,429245,1470051,2840071
2026-07-28,FINRA / Nasdaq TRF Carteret (DQ),2486048447.646333,1539574282.849794,4230458753.073916,8256081483.570043,155712615862.915894,79576813853.610658,245846311556.231194,481135741272.757746,23638579,6476431,29844055,59959065
2026-07-28,Texas Stock Exchange (F),2144118.000000,582357.000000,2844748.000000,5571223.000000,82621693.775000,33359167.110000,161634768.628000,277615629.513000,17570,5665,27165,50400
2026-07-28,24X National Exchange (G),746040.000000,2967647.000000,2821605.000000,6535292.000000,40280805.352400,90981729.659600,134728980.704900,265991515.716900,5505,13367,20489,39361
2026-07-28,MIAX Pearl (H),22632455.000000,30632022.000000,69083765.000000,122348242.000000,1022669644.769000,1322611872.612100,2081393500.222901,4426675017.604001,262730,170774,423239,856743
2026-07-28,EDGA Equities (J),28313455.000000,19603532.000000,85981851.000000,133898838.000000,1643408136.363700,1142498949.092600,2298294543.629700,5084201629.086000,389591,150486,529633,1069710
2026-07-28,EDGX Equities (K),155058664.000000,168837705.000000,365264039.000000,689160408.000000,8811696325.838497,8901916015.866702,20713762328.964298,38427374670.669497,1801556,1351905,3381504,6534965
2026-07-28,LTSE (L),753185.000000,257073.000000,951992.000000,1962250.000000,40249205.780000,16852092.121100,34981857.782600,92083155.683700,9094,3933,15865,28892
2026-07-28,NYSE Texas (M),23450557.000000,12156353.000000,40804664.000000,76411574.000000,2703176176.130600,2949890307.069400,8277407823.843702,13930474307.043702,66272,16618,73580,156470
2026-07-28,NYSE (N),1260680606.000000,64801794.000000,145961431.000000,1471443831.000000,84192340607.301000,3806386594.556399,7983891648.960700,95982618850.818099,6926554,424700,1423326,8774580
2026-07-28,NYSE Arca (P),291116671.000000,540176019.000000,858898758.000000,1690191448.000000,16888224633.905401,34808537737.966009,47313299937.549567,99010062309.420977,3843451,3474997,8321749,15640197
2026-07-28,NASDAQ (Q),553142965.000000,273622735.000000,1785862736.000000,2612628436.000000,36776374796.373611,20378836256.413600,154911494024.838172,212066705077.625383,8127110,2285204,15683139,26095453
2026-07-28,Members Exchange (U),68465363.000000,74963392.000000,209716370.000000,353145125.000000,4161855827.267404,3897265370.082601,9296567223.304501,17355688420.654506,850472,567518,1615481,3033471
2026-07-28,Investors Exchange (V),339054871.000000,141113638.000000,345147385.000000,825315894.000000,20577689136.299104,7153556480.167300,23149139711.578997,50880385328.045401,3712740,606109,3580292,7899141
2026-07-28,NASDAQ PSX (X),6388321.000000,3639169.000000,7676891.000000,17704381.000000,451807708.441100,407012173.392100,695288721.463700,1554108603.296900,95226,33246,126802,255274
2026-07-28,BYX Equities (Y),39616346.000000,30415160.000000,49540703.000000,119572209.000000,2096136707.770000,1381127942.176300,3156438853.136899,6633703503.083199,508812,232297,706678,1447787
2026-07-28,BZX Equities (Z),249848341.000000,163099470.000000,292180253.000000,705128064.000000,16620556296.228094,10087310991.142199,23292421143.082398,50000288430.452691,3462117,1221180,3698980,8382277
2026-07-27,NYSE American (A),6052544.000000,22642917.000000,6493887.000000,35189348.000000,388121865.940700,367820693.992200,537060104.005000,1293002663.937900,72158,81373,79401,232932
2026-07-27,NASDAQ Texas (B),13231529.000000,15130682.000000,17484954.000000,45847165.000000,972016885.455800,606889791.932200,1303210372.143400,2882117049.531400,185944,94390,242751,523085
2026-07-27,NYSE National (C),19249122.000000,18395300.000000,20286164.000000,57930586.000000,868361777.477800,499315633.055200,918030520.058100,2285707930.591100,251772,93454,234733,579959
2026-07-27,FINRA / Nasdaq TRF Chicago (DB),11596323.077972,9721131.342360,31037453.239259,52354907.659591,751090829.087332,562575269.818933,3267204138.120223,4580870237.026488,120594,56669,293518,470781
2026-07-27,FINRA / NYSE TRF (DN),114650726.533843,76696718.440339,278530647.276108,469878092.250290,6195526946.764979,3905137298.727793,17039331652.781277,27139995898.274049,835374,328186,1372443,2536003
2026-07-27,FINRA / Nasdaq TRF Carteret (DQ),2251171439.042591,1491191555.066681,3850063659.277290,7592426653.386562,126321726308.459507,72442224124.926855,227250518404.396344,426014468837.782706,22223868,6521642,29507544,58253054
2026-07-27,Texas Stock Exchange (F),1021484.000000,72503.000000,965129.000000,2059116.000000,39835150.450000,7211549.155000,58543969.620000,105590669.225000,4758,491,6670,11919
2026-07-27,24X National Exchange (G),665799.000000,2903623.000000,2642630.000000,6212052.000000,32525164.274400,72551629.476200,108961054.495500,214037848.246100,5227,10981,19498,35706
2026-07-27,MIAX Pearl (H),19315867.000000,30623339.000000,52911420.000000,102850626.000000,806379042.120700,1206211302.437300,1813220948.186000,3825811292.744000,216265,154198,406373,776836
2026-07-27,EDGA Equities (J),23408287.000000,20462614.000000,56701280.000000,100572181.000000,1162702333.755400,945438620.078700,1812893597.275400,3921034551.109500,318324,134823,469961,923108
2026-07-27,EDGX Equities (K),129665087.000000,154294647.000000,326295501.000000,610255235.000000,6570744289.238197,7259093846.780597,19097029342.226795,32926867478.245589,1398456,1114758,3137288,5650502
2026-07-27,LTSE (L),638715.000000,1162200.000000,995071.000000,2795986.000000,40697545.420000,23410579.209300,26701786.863500,90809911.492800,8344,6772,16798,31914
2026-07-27,NYSE Texas (M),21464242.000000,12466520.000000,30518900.000000,64449662.000000,2348664946.041600,1394327220.152100,7851305975.003897,11594298141.197597,57980,17667,67125,142772
2026-07-27,NYSE (N),1209295335.000000,60699283.000000,136310296.000000,1406304914.000000,77318667814.963388,3518763076.977800,7225569866.072799,88063000758.013987,5902597,397526,1241484,7541607
2026-07-27,NYSE Arca (P),250001897.000000,539982066.000000,784327959.000000,1574311922.000000,12801743070.224294,31495143763.459888,40824509419.997325,85121396253.681507,3053188,3097416,7767480,13918084
2026-07-27,NASDAQ (Q),445989372.000000,247769566.000000,1669754195.000000,2363513133.000000,26798611835.278596,18409745218.529214,139966029060.306860,185174386114.114670,6519408,2088276,13460644,22068328
2026-07-27,Members Exchange (U),59209856.000000,79098804.000000,192144040.000000,330452700.000000,3263324611.829600,3528043141.211401,8759882414.493602,15551250167.534603,707504,535004,1539027,2781535
2026-07-27,Investors Exchange (V),298627220.000000,135413598.000000,311543387.000000,745584205.000000,16757267239.711799,6510615751.984000,20077341859.927196,43345224851.622995,3368342,558960,3288392,7215694
2026-07-27,NASDAQ PSX (X),4626797.000000,2914530.000000,6814080.000000,14355407.000000,318096529.856900,325163377.289700,650922237.237400,1294182144.384000,68187,25662,103882,197731
2026-07-27,BYX Equities (Y),35084021.000000,28883619.000000,46335610.000000,110303250.000000,1666309397.759200,1362632720.387899,2555006527.367499,5583948645.514598,454878,212478,608562,1275918
2026-07-27,BZX Equities (Z),204645467.000000,149083743.000000,260962273.000000,614691483.000000,11835909789.536101,8791067892.893098,19695669267.594504,40322646950.023703,2780859,1069496,3155683,7006038
2026-07-24,NYSE American (A),5440635.000000,17387745.000000,6130592.000000,28958972.000000,317555762.846800,284291251.148600,458704796.581000,1060551810.576400,62082,73230,68203,203515
2026-07-24,NASDAQ Texas (B),11829029.000000,13480184.000000,16272390.000000,41581603.000000,782179426.652500,580196626.016700,1175809262.158300,2538185314.827500,163787,91806,225600,481193
2026-07-24,NYSE National (C),18561491.000000,13351323.000000,20230410.000000,52143224.000000,822286994.153300,462455676.450300,914814479.964000,2199557150.567600,253835,80541,245703,580079
2026-07-24,FINRA / Nasdaq TRF Chicago (DB),11353741.312422,8646004.578394,27693948.691275,47693694.582091,668870296.183886,554022378.585128,3231593806.426898,4454486481.195912,110328,50398,263478,424204
2026-07-24,FINRA / NYSE TRF (DN),123873715.656600,75877924.022575,246873852.804074,446625492.483249,6703575325.772751,3557103183.500185,13956524904.486694,24217203413.759630,780366,332537,1324348,2437251
2026-07-24,FINRA / Nasdaq TRF Carteret (DQ),2232137133.490165,1434118043.984556,3550368285.464463,7216623462.939184,113386626445.570952,75152649554.551212,202937267286.922331,391476543287.044495,20669080,5699939,27144271,53513290
2026-07-24,Texas Stock Exchange (F),1749959.000000,1170864.000000,2299003.000000,5219826.000000,60565168.640000,45134990.425000,123611417.290000,229311576.355000,8474,8817,15098,32389
2026-07-24,24X National Exchange (G),844105.000000,1334117.000000,2249256.000000,4427478.000000,30726013.744200,47769066.234200,103546368.152200,182041448.130600,6159,7280,14967,28406
2026-07-24,MIAX Pearl (H),19031022.000000,27225364.000000,54786306.000000,101042692.000000,715583050.060300,1169078758.984500,1745915367.358500,3630577176.403300,203134,148255,354812,706201
2026-07-24,EDGA Equities (J),22109766.000000,18507085.000000,52546490.000000,93163341.000000,1028960868.148800,976619983.917700,1645355290.935100,3650936143.001600,301551,125902,422816,850269
2026-07-24,EDGX Equities (K),128988938.000000,140053116.000000,310645433.000000,579687487.000000,6454426873.970303,7518421933.153401,18741252319.018002,32714101126.141706,1413630,1043931,2945493,5403054
2026-07-24,LTSE (L),738185.000000,4844452.000000,1156035.000000,6738672.000000,41918802.905000,57419771.432400,39512274.886700,138850849.224100,10276,12380,17739,40395
2026-07-24,NYSE Texas (M),29487636.000000,12173018.000000,39567910.000000,81228564.000000,2957803435.487301,1967399859.305402,7637413909.258900,12562617204.051603,69553,19998,75742,165293
2026-07-24,NYSE (N),1102378678.000000,61017769.000000,144277856.000000,1307674303.000000,67615621264.501183,3598902256.894401,6551384089.279500,77765907610.675084,5667962,388255,1135576,7191793
2026-07-24,NYSE Arca (P),246271160.000000,445529302.000000,762596811.000000,1454397273.000000,12021681051.283201,30625371574.008394,37014993637.800000,79662046263.091595,2960262,2751369,7037424,12749055
2026-07-24,NASDAQ (Q),440499914.000000,236810424.000000,1565736676.000000,2243047014.000000,26547378125.600804,18320258366.615707,132234151074.483253,177101787566.699764,6366806,2062002,12814682,21243490
2026-07-24,Members Exchange (U),58319847.000000,66322139.000000,173907083.000000,298549069.000000,3115332672.292200,3511126783.842501,7964499192.528901,14590958648.663602,681797,499603,1392916,2574316
2026-07-24,Investors Exchange (V),279213891.000000,137930263.000000,281666174.000000,698810328.000000,15370102116.150896,6928411431.021402,18573239394.440703,40871752941.613001,3094432,571734,2985716,6651882
2026-07-24,NASDAQ PSX (X),5440068.000000,3022032.000000,7206021.000000,15668121.000000,343434096.095900,345355706.190700,699713962.086300,1388503764.372900,75362,26972,110966,213300
2026-07-24,BYX Equities (Y),33103453.000000,24195820.000000,44764467.000000,102063740.000000,1499258668.477500,1235594761.930100,2327647657.294100,5062501087.701700,441186,200514,595684,1237384
2026-07-24,BZX Equities (Z),197026924.000000,137532796.000000,243901349.000000,578461069.000000,11434655810.097602,8905521510.374905,18032185645.341702,38372362965.814209,2700571,1048086,2948707,6697364
2026-07-23,NYSE American (A),10794154.000000,23000811.000000,9908897.000000,43703862.000000,602571445.363800,402855702.963600,673018118.165200,1678445266.492600,117632,93181,112832,323645
2026-07-23,NASDAQ Texas (B),12620107.000000,11022800.000000,19390248.000000,43033155.000000,896426974.200600,588157034.705200,1367442763.865900,2852026772.771700,178705,95900,250836,525441
2026-07-23,NYSE National (C),19452599.000000,9880485.000000,20823124.000000,50156208.000000,845474859.675300,433802457.193300,873593073.742100,2152870390.610700,235676,120932,238432,595040
2026-07-23,FINRA / Nasdaq TRF Chicago (DB),12777791.864436,8421881.362509,31413344.501665,52613017.728610,754454419.865013,542605476.004489,3760972861.293605,5058032757.163107,112166,54825,304620,471611
2026-07-23,FINRA / NYSE TRF (DN),129386404.879569,78434244.583180,229609980.199033,437430629.661782,6834217810.326987,3709761037.843337,14611109116.793383,25155087964.963707,803099,361577,1385209,2549885
2026-07-23,FINRA / Nasdaq TRF Carteret (DQ),2574816197.781624,1502743363.489426,3727878013.843245,7805437575.114295,135737424184.255594,85790890754.730336,232323685261.681574,453852000200.667504,21649290,6242608,29356920,57248818
2026-07-23,Texas Stock Exchange (F),1816199.000000,848297.000000,2239023.000000,4903519.000000,62723525.590000,31872021.585000,129055922.620000,223651469.795000,9055,7683,14811,31549
2026-07-23,24X National Exchange (G),733652.000000,1899911.000000,2594128.000000,5227691.000000,39400140.476600,59984917.374900,98473899.529500,197858957.381000,5222,9972,19465,34659
2026-07-23,MIAX Pearl (H),19061725.000000,29222188.000000,51887686.000000,100171599.000000,693883664.426800,1311489969.830000,1750384245.590000,3755757879.846800,212385,158551,385110,756046
2026-07-23,EDGA Equities (J),24145997.000000,18501668.000000,46987217.000000,89634882.000000,1152005053.526700,1153443273.464100,1812463196.659399,4117911523.650199,323856,139982,443905,907743
2026-07-23,EDGX Equities (K),139682750.000000,154653147.000000,359558572.000000,653894469.000000,7106763522.230503,8152615376.756102,21445427016.051493,36704805915.038098,1545743,1141511,3358616,6045870
2026-07-23,LTSE (L),1119979.000000,2063694.000000,1124034.000000,4307707.000000,61931654.385000,27714455.233700,32434618.190600,122080727.809300,9974,8522,18087,36583
2026-07-23,NYSE Texas (M),19809859.000000,18864833.000000,28752850.000000,67427542.000000,1798818478.587600,3373406415.639300,5811157718.823499,10983382613.050399,80847,17637,91074,189558
2026-07-23,NYSE (N),1248678227.000000,64495839.000000,136349021.000000,1449523087.000000,78251363180.659422,3993135477.046500,7123710790.401499,89368209448.107421,6042432,415748,1232069,7690249
2026-07-23,NYSE Arca (P),266344056.000000,481866507.000000,785277288.000000,1533487851.000000,13671835280.754699,33634643232.991815,41707167380.917088,89013645894.663602,3251303,3050294,7800726,14102323
2026-07-23,NASDAQ (Q),489774876.000000,256311446.000000,1646086438.000000,2392172760.000000,28994561222.624911,20399130324.563714,146109655587.499634,195503347134.688259,6899828,2224236,13554396,22678460
2026-07-23,Members Exchange (U),61897979.000000,69154122.000000,182522853.000000,313574954.000000,3307696337.593600,3823265715.183101,9684264597.384395,16815226650.161096,752304,523325,1641252,2916881
2026-07-23,Investors Exchange (V),305612751.000000,140030425.000000,294688535.000000,740331711.000000,17306697596.956201,7077588177.367900,19978272324.928201,44362558099.252302,3415746,566429,3126408,7108583
2026-07-23,NASDAQ PSX (X),5892761.000000,3394123.000000,7332262.000000,16619146.000000,359868096.246700,435001642.662500,671851527.448000,1466721266.357200,78722,28758,114930,222410
2026-07-23,BYX Equities (Y),35064773.000000,25567202.000000,51142716.000000,111774691.000000,1748696827.469201,1372020163.363600,2650563291.417900,5771280282.250701,484355,221234,653982,1359571
2026-07-23,BZX Equities (Z),214278566.000000,147278321.000000,251219405.000000,612776292.000000,12349011331.367399,9571458880.549706,19263177020.695607,41183647232.612712,2851054,1130763,3100575,7082392
2026-07-22,NYSE American (A),8149721.000000,21443886.000000,7825957.000000,37419564.000000,457474976.127800,335864692.983800,474585470.132800,1267925139.244400,89479,80736,90164,260379
2026-07-22,NASDAQ Texas (B),12430886.000000,8440420.000000,16146513.000000,37017819.000000,896037704.687300,447087903.390000,1115745084.945300,2458870693.022600,163669,63662,222453,449784
2026-07-22,NYSE National (C),18982135.000000,8267383.000000,17753738.000000,45003256.000000,777611103.017000,363073504.248300,687647588.585200,1828332195.850500,228735,60616,214112,503463
2026-07-22,FINRA / Nasdaq TRF Chicago (DB),11665468.223612,8213521.347715,27463497.433144,47342487.004471,682835213.723102,477913059.411914,2728568165.596615,3889316438.731631,105457,48037,255630,409124
2026-07-22,FINRA / NYSE TRF (DN),124231884.110926,73412824.177690,230151657.588084,427796365.876700,6184476252.282596,3046125145.172270,11193942939.106171,20424544336.561037,761168,413937,1429741,2604846
2026-07-22,FINRA / Nasdaq TRF Carteret (DQ),2264343004.691193,1453349530.297866,3837822355.736394,7555514890.725453,119349963110.712582,64073332318.620777,194166895387.277101,377590190816.610460,20636941,5447559,27216204,53300704
2026-07-22,Texas Stock Exchange (F),765444.000000,501994.000000,878279.000000,2145717.000000,30631396.695000,17225685.730000,30887431.495000,78744513.920000,3945,4802,5042,13789
2026-07-22,24X National Exchange (G),632097.000000,1574353.000000,2899580.000000,5106030.000000,28125117.689800,44164301.148700,80484530.692300,152773949.530800,4270,7099,20057,31426
2026-07-22,MIAX Pearl (H),16736190.000000,23083677.000000,54699503.000000,94519370.000000,641812700.499700,934999161.882400,1328411099.414100,2905222961.796200,187052,122550,350741,660343
2026-07-22,EDGA Equities (J),21664736.000000,16188907.000000,62199977.000000,100053620.000000,1064729399.145500,890343110.741800,1430259376.218600,3385331886.105900,296841,107060,417862,821763
2026-07-22,EDGX Equities (K),123572617.000000,144478384.000000,329778711.000000,597829712.000000,6432469224.905098,6405859370.406899,17320069136.266811,30158397731.578808,1386736,909951,3085097,5381784
2026-07-22,LTSE (L),617430.000000,237279.000000,1296468.000000,2151177.000000,28707177.853000,11697090.532500,38293841.291400,78698109.676900,6348,3317,20840,30505
2026-07-22,NYSE Texas (M),24379011.000000,15108021.000000,36606113.000000,76093145.000000,2274581764.411501,2034099267.344499,5448610972.512100,9757292004.268100,65685,13375,67505,146565
